Document ID,Document Received Date,Invoice Status,Invoice Type,Invoice Number,Invoice Date,PO Number,Currency,Tax Amount,Invoice Amount,Supplier Name,Bill To
DOC_0000000468,05/27/2025 21:44,Extracted,PO Invoice,33928,04/19/2025,755043585.0,INR,121.71,1519.15,"hoffman, mendez and riggs","Extend visionary portals department lane, reilly and richard"
DOC_0000000469,05/06/2025 21:13,Failed,Non-PO Invoice,32844,06/14/2025,,INR,392.92,2543.37,moody ltd,Target 24/365 platforms department castro ltd
DOC_0000000470,04/24/2025 19:52,Extracted,PO Invoice,36578,06/23/2025,755043154.0,MYR,121.17,1652.5,warner-leach,"Engage back-end e-tailers department rowland, smith and roy"
DOC_0000000471,04/20/2025 08:00,Partially Extracted,Non-PO Invoice,30541,04/29/2025,755043826.0,INR,336.31,3247.77,clark group,Seize leading-edge deliverables department cook group
DOC_0000000472,07/11/2025 14:46,Extracted,Non-PO Invoice,31395,05/02/2025,755043389.0,EUR,166.47,2455.52,williams and sons,Evolve turn-key experiences department weber and sons
DOC_0000000473,06/08/2025 07:29,Failed,PO Invoice,31260,05/11/2025,,EUR,196.3,2195.38,ramsey-norton,Extend bleeding-edge paradigms department rodriguez ltd
DOC_0000000474,06/23/2025 10:00,Partially Extracted,Non-PO Invoice,30876,07/01/2025,755043695.0,USD,304.45,4514.58,martinez ltd,Morph intuitive schemas department barajas-day
DOC_0000000475,07/13/2025 01:27,Extracted,Non-PO Invoice,37365,07/16/2025,,MYR,263.15,2844.63,clements-hunter,Leverage vertical content department abbott-hayden
DOC_0000000476,05/02/2025 16:49,Partially Extracted,PO Invoice,33317,07/15/2025,755043838.0,EUR,191.71,2446.71,martinez and sons,Streamline turn-key roi department brown and sons
DOC_0000000477,05/30/2025 15:43,Extracted,Non-PO Invoice,32253,05/01/2025,,MYR,497.4,1357.15,hahn llc,"Mesh enterprise vortals department johnson, graham and guzman"
DOC_0000000478,05/17/2025 01:00,Partially Extracted,PO Invoice,31434,05/05/2025,,USD,366.76,3828.9,"robbins, lee and arnold",Transform b2c e-markets department figueroa ltd
DOC_0000000479,05/06/2025 18:50,Failed,Non-PO Invoice,36673,06/19/2025,,INR,198.72,1410.19,"mann, leonard and harmon",Grow interactive channels department flynn and sons
DOC_0000000480,07/13/2025 13:45,Partially Extracted,PO Invoice,37454,06/25/2025,,USD,166.91,417.12,nelson ltd,"Reinvent dot-com infrastructures department scott, scott and mcintosh"
DOC_0000000481,05/09/2025 02:17,Extracted,Non-PO Invoice,37374,05/07/2025,,MYR,228.63,2555.59,snyder ltd,"Enhance virtual e-services department williams, thompson and cox"
DOC_0000000482,05/14/2025 18:06,Extracted,Non-PO Invoice,33969,04/27/2025,755043079.0,EUR,29.16,3652.13,erickson llc,Engage revolutionary content department travis-hickman
DOC_0000000483,04/21/2025 21:55,Failed,Non-PO Invoice,37617,07/08/2025,,USD,159.28,4863.68,carter-powers,Matrix magnetic architectures department smith and sons
DOC_0000000484,07/08/2025 10:26,Failed,PO Invoice,30087,04/25/2025,755043343.0,USD,160.58,2071.65,"cunningham, berry and cox",Iterate 24/7 users department navarro and sons
DOC_0000000485,06/28/2025 05:47,Extracted,PO Invoice,34630,05/08/2025,,EUR,370.09,1625.49,"ellis, clark and hernandez","Utilize wireless action-items department hampton, clark and phillips"
DOC_0000000486,06/08/2025 07:44,Partially Extracted,Non-PO Invoice,35983,06/17/2025,,INR,55.68,549.07,villa-pierce,Incentivize holistic channels department zimmerman-patterson
DOC_0000000487,05/28/2025 17:30,Extracted,Non-PO Invoice,31648,05/23/2025,755043111.0,MYR,290.02,1912.96,"rangel, tran and carroll",Facilitate world-class synergies department oneal plc
DOC_0000000488,07/14/2025 23:18,Partially Extracted,Non-PO Invoice,37895,05/23/2025,755043880.0,USD,480.45,4906.52,parker-price,"Repurpose strategic functionalities department carlson, martinez and gomez"
DOC_0000000489,06/20/2025 22:11,Partially Extracted,PO Invoice,31766,07/05/2025,,USD,473.78,3658.72,spence llc,Re-contextualize bleeding-edge infrastructures department bailey-logan
DOC_0000000490,07/14/2025 09:10,Failed,PO Invoice,31342,05/15/2025,,INR,174.33,3936.39,white-barnes,Transition global vortals department miller-jennings
DOC_0000000491,06/15/2025 18:06,Failed,PO Invoice,38395,06/18/2025,,USD,283.81,3316.11,martin group,"Re-contextualize vertical experiences department cunningham, johnson and williams"
DOC_0000000492,07/17/2025 03:58,Partially Extracted,PO Invoice,39337,06/20/2025,755043143.0,MYR,253.61,1985.0,floyd group,Grow turn-key interfaces department byrd group
DOC_0000000493,05/25/2025 19:35,Failed,PO Invoice,30937,05/06/2025,,INR,117.29,3926.75,"byrd, gray and guzman",Synthesize b2c networks department craig-bailey
DOC_0000000494,07/13/2025 03:25,Partially Extracted,Non-PO Invoice,35221,07/06/2025,,USD,318.01,2183.24,"stone, guzman and singleton","Leverage user-centric partnerships department evans, evans and conner"
DOC_0000000495,04/27/2025 10:24,Failed,Non-PO Invoice,34548,06/11/2025,,USD,74.12,1568.32,"butler, mckenzie and dean",Expedite 24/365 convergence department barrera and sons
DOC_0000000496,05/19/2025 12:06,Partially Extracted,Non-PO Invoice,36849,06/04/2025,755043395.0,USD,13.06,2593.93,"graham, lee and peterson","Empower bricks-and-clicks architectures department lopez, graham and perez"
DOC_0000000497,07/06/2025 06:49,Extracted,Non-PO Invoice,36195,04/18/2025,,INR,60.81,3133.89,"fischer, williams and burns",Envisioneer bricks-and-clicks methodologies department mcgrath ltd
DOC_0000000498,05/31/2025 06:38,Extracted,Non-PO Invoice,38309,06/30/2025,755043190.0,INR,211.3,1217.75,small-baxter,Disintermediate robust niches department norton plc
DOC_0000000499,05/06/2025 04:51,Failed,Non-PO Invoice,37068,07/10/2025,755043536.0,USD,84.47,1072.06,"brown, anderson and stewart",Productize compelling users department lane-williams
DOC_0000000500,06/06/2025 15:53,Extracted,PO Invoice,30608,07/02/2025,,USD,81.33,567.16,"mccullough, mathis and calhoun",Embrace efficient web services department romero-gonzalez
